  -0.660000    1.000000 -0.660000 0.153400 0.271260 -0.428355 0.291878
  -0.650000    1.000000 -0.650000 0.133750 0.288437 -0.428410 0.270490
  -0.640000    1.000000 -0.640000 0.114400 0.304640 -0.426997 0.248188
  -0.630000    1.000000 -0.630000 0.095350 0.319883 -0.424183 0.225117
  -0.620000    1.000000 -0.620000 0.076600 0.334180 -0.420035 0.201415
  -0.610000    1.000000 -0.610000 0.058150 0.347548 -0.414619 0.177214
  -0.600000    1.000000 -0.600000 0.040000 0.360000 -0.408000 0.152640
  -0.590000    1.000000 -0.590000 0.022150 0.371553 -0.400240 0.127813
  -0.580000    1.000000 -0.580000 0.004600 0.382220 -0.391403 0.102849
  -0.570000    1.000000 -0.570000 -0.012650 0.392018 -0.381550 0.077856
  -0.560000    1.000000 -0.560000 -0.029600 0.400960 -0.370741 0.052939
  -0.550000    1.000000 -0.550000 -0.046250 0.409062 -0.359035 0.028195
  -0.540000    1.000000 -0.540000 -0.062600 0.416340 -0.346491 0.003718
  -0.530000    1.000000 -0.530000 -0.078650 0.422808 -0.333166 -0.020405
  -0.520000    1.000000 -0.520000 -0.094400 0.428480 -0.319117 -0.044091
  -0.510000    1.000000 -0.510000 -0.109850 0.433372 -0.304397 -0.067261
  -0.500000    1.000000 -0.500000 -0.125000 0.437500 -0.289062 -0.089844
  -0.490000    1.000000 -0.490000 -0.139850 0.440877 -0.273165 -0.111771
  -0.480000    1.000000 -0.480000 -0.154400 0.443520 -0.256757 -0.132978
  -0.470000    1.000000 -0.470000 -0.168650 0.445443 -0.239889 -0.153408
  -0.460000    1.000000 -0.460000 -0.182600 0.446660 -0.222611 -0.173006
  -0.450000    1.000000 -0.450000 -0.196250 0.447188 -0.204973 -0.191722
  -0.440000    1.000000 -0.440000 -0.209600 0.447040 -0.187021 -0.209512
  -0.430000    1.000000 -0.430000 -0.222650 0.446232 -0.168802 -0.226333
  -0.420000    1.000000 -0.420000 -0.235400 0.444780 -0.150363 -0.242149
  -0.410000    1.000000 -0.410000 -0.247850 0.442698 -0.131748 -0.256928
  -0.400000    1.000000 -0.400000 -0.260000 0.440000 -0.113000 -0.270640
  -0.390000    1.000000 -0.390000 -0.271850 0.436702 -0.094162 -0.283260
  -0.380000    1.000000 -0.380000 -0.283400 0.432820 -0.075275 -0.294768
  -0.370000    1.000000 -0.370000 -0.294650 0.428368 -0.056380 -0.305145
  -0.360000    1.000000 -0.360000 -0.305600 0.423360 -0.037517 -0.314377
  -0.350000    1.000000 -0.350000 -0.316250 0.417812 -0.018723 -0.322455
  -0.340000    1.000000 -0.340000 -0.326600 0.411740 -0.000035 -0.329370
  -0.330000    1.000000 -0.330000 -0.336650 0.405158 0.018509 -0.335120
  -0.320000    1.000000 -0.320000 -0.346400 0.398080 0.036875 -0.339704
  -0.310000    1.000000 -0.310000 -0.355850 0.390522 0.055029 -0.343124
  -0.300000    1.000000 -0.300000 -0.365000 0.382500 0.072938 -0.345386
  -0.290000    1.000000 -0.290000 -0.373850 0.374027 0.090569 -0.346499
  -0.280000    1.000000 -0.280000 -0.382400 0.365120 0.107891 -0.346473
  -0.270000    1.000000 -0.270000 -0.390650 0.355793 0.124876 -0.345324
  -0.260000    1.000000 -0.260000 -0.398600 0.346060 0.141493 -0.343067
  -0.250000    1.000000 -0.250000 -0.406250 0.335938 0.157715 -0.339722
  -0.240000    1.000000 -0.240000 -0.413600 0.325440 0.173515 -0.335311
  -0.230000    1.000000 -0.230000 -0.420650 0.314582 0.188868 -0.329857
  -0.220000    1.000000 -0.220000 -0.427400 0.303380 0.203749 -0.323388
  -0.210000    1.000000 -0.210000 -0.433850 0.291847 0.218134 -0.315932
  -0.200000    1.000000 -0.200000 -0.440000 0.280000 0.232000 -0.307520
  -0.190000    1.000000 -0.190000 -0.445850 0.267852 0.245327 -0.298184
  -0.180000    1.000000 -0.180000 -0.451400 0.255420 0.258093 -0.287958
  -0.170000    1.000000 -0.170000 -0.456650 0.242718 0.270279 -0.276879
  -0.160000    1.000000 -0.160000 -0.461600 0.229760 0.281867 -0.264986
  -0.150000    1.000000 -0.150000 -0.466250 0.216562 0.292840 -0.252317
  -0.140000    1.000000 -0.140000 -0.470600 0.203140 0.303181 -0.238914
  -0.130000    1.000000 -0.130000 -0.474650 0.189508 0.312875 -0.224819
  -0.120000    1.000000 -0.120000 -0.478400 0.175680 0.321907 -0.210076
  -0.110000    1.000000 -0.110000 -0.481850 0.161672 0.330266 -0.194731
  -0.100000    1.000000 -0.100000 -0.485000 0.147500 0.337938 -0.178829
  -0.090000    1.000000 -0.090000 -0.487850 0.133178 0.344912 -0.162418
  -0.080000    1.000000 -0.080000 -0.490400 0.118720 0.351179 -0.145546
  -0.070000    1.000000 -0.070000 -0.492650 0.104143 0.356730 -0.128262
  -0.060000    1.000000 -0.060000 -0.494600 0.089460 0.361557 -0.110616
  -0.050000    1.000000 -0.050000 -0.496250 0.074688 0.365652 -0.092659
  -0.040000    1.000000 -0.040000 -0.497600 0.059840 0.369011 -0.074441
  -0.030000    1.000000 -0.030000 -0.498650 0.044933 0.371629 -0.056014
  -0.020000    1.000000 -0.020000 -0.499400 0.029980 0.373501 -0.037430
  -0.010000    1.000000 -0.010000 -0.499850 0.014998 0.374625 -0.018741
   0.000000    1.000000 0.000000 -0.500000 -0.000000 0.375000 0.000000
   0.010000    1.000000 0.010000 -0.499850 -0.014998 0.374625 0.018741
   0.020000    1.000000 0.020000 -0.499400 -0.029980 0.373501 0.037430
   0.030000    1.000000 0.030000 -0.498650 -0.044933 0.371629 0.056014
   0.040000    1.000000 0.040000 -0.497600 -0.059840 0.369011 0.074441
   0.050000    1.000000 0.050000 -0.496250 -0.074688 0.365652 0.092659
   0.060000    1.000000 0.060000 -0.494600 -0.089460 0.361557 0.110616
   0.070000    1.000000 0.070000 -0.492650 -0.104143 0.356730 0.128262
   0.080000    1.000000 0.080000 -0.490400 -0.118720 0.351179 0.145546
   0.090000    1.000000 0.090000 -0.487850 -0.133178 0.344912 0.162418
   0.100000    1.000000 0.100000 -0.485000 -0.147500 0.337938 0.178829
   0.110000    1.000000 0.110000 -0.481850 -0.161672 0.330266 0.194731
   0.120000    1.000000 0.120000 -0.478400 -0.175680 0.321907 0.210076
   0.130000    1.000000 0.130000 -0.474650 -0.189508 0.312875 0.224819
   0.140000    1.000000 0.140000 -0.470600 -0.203140 0.303181 0.238914
   0.150000    1.000000 0.150000 -0.466250 -0.216562 0.292840 0.252317
   0.160000    1.000000 0.160000 -0.461600 -0.229760 0.281867 0.264986
   0.170000    1.000000 0.170000 -0.456650 -0.242718 0.270279 0.276879
   0.180000    1.000000 0.180000 -0.451400 -0.255420 0.258093 0.287958
   0.190000    1.000000 0.190000 -0.445850 -0.267852 0.245327 0.298184
   0.200000    1.000000 0.200000 -0.440000 -0.280000 0.232000 0.307520
   0.210000    1.000000 0.210000 -0.433850 -0.291847 0.218134 0.315932
   0.220000    1.000000 0.220000 -0.427400 -0.303380 0.203749 0.323388
   0.230000    1.000000 0.230000 -0.420650 -0.314582 0.188868 0.329857
   0.240000    1.000000 0.240000 -0.413600 -0.325440 0.173515 0.335311
   0.250000    1.000000 0.250000 -0.406250 -0.335938 0.157715 0.339722
   0.260000    1.000000 0.260000 -0.398600 -0.346060 0.141493 0.343067
   0.270000    1.000000 0.270000 -0.390650 -0.355793 0.124876 0.345324
   0.280000    1.000000 0.280000 -0.382400 -0.365120 0.107891 0.346473
   0.290000    1.000000 0.290000 -0.373850 -0.374027 0.090569 0.346499
   0.300000    1.000000 0.300000 -0.365000 -0.382500 0.072938 0.345386
   0.310000    1.000000 0.310000 -0.355850 -0.390522 0.055029 0.343124
   0.320000    1.000000 0.320000 -0.346400 -0.398080 0.036875 0.339704
   0.330000    1.000000 0.330000 -0.336650 -0.405158 0.018509 0.335120
   0.340000    1.000000 0.340000 -0.326600 -0.411740 -0.000035 0.329370
   0.350000    1.000000 0.350000 -0.316250 -0.417812 -0.018723 0.322455
   0.360000    1.000000 0.360000 -0.305600 -0.423360 -0.037517 0.314377
   0.370000    1.000000 0.370000 -0.294650 -0.428368 -0.056380 0.305145
   0.380000    1.000000 0.380000 -0.283400 -0.432820 -0.075275 0.294768
   0.390000    1.000000 0.390000 -0.271850 -0.436702 -0.094162 0.283260
   0.400000    1.000000 0.400000 -0.260000 -0.440000 -0.113000 0.270640
   0.410000    1.000000 0.410000 -0.247850 -0.442698 -0.131748 0.256928
   0.420000    1.000000 0.420000 -0.235400 -0.444780 -0.150363 0.242149
   0.430000    1.000000 0.430000 -0.222650 -0.446232 -0.168802 0.226333
   0.440000    1.000000 0.440000 -0.209600 -0.447040 -0.187021 0.209512
   0.450000    1.000000 0.450000 -0.196250 -0.447188 -0.204973 0.191722
   0.460000    1.000000 0.460000 -0.182600 -0.446660 -0.222611 0.173006
   0.470000    1.000000 0.470000 -0.168650 -0.445443 -0.239889 0.153408
   0.480000    1.000000 0.480000 -0.154400 -0.443520 -0.256757 0.132978
   0.490000    1.000000 0.490000 -0.139850 -0.440877 -0.273165 0.111771
   0.500000    1.000000 0.500000 -0.125000 -0.437500 -0.289062 0.089844
   0.510000    1.000000 0.510000 -0.109850 -0.433372 -0.304397 0.067261
   0.520000    1.000000 0.520000 -0.094400 -0.428480 -0.319117 0.044091
   0.530000    1.000000 0.530000 -0.078650 -0.422808 -0.333166 0.020405
   0.540000    1.000000 0.540000 -0.062600 -0.416340 -0.346491 -0.003718
   0.550000    1.000000 0.550000 -0.046250 -0.409062 -0.359035 -0.028195
   0.560000    1.000000 0.560000 -0.029600 -0.400960 -0.370741 -0.052939
   0.570000    1.000000 0.570000 -0.012650 -0.392018 -0.381550 -0.077856
   0.580000    1.000000 0.580000 0.004600 -0.382220 -0.391403 -0.102849
   0.590000    1.000000 0.590000 0.022150 -0.371553 -0.400240 -0.127813
   0.600000    1.000000 0.600000 0.040000 -0.360000 -0.408000 -0.152640
   0.610000    1.000000 0.610000 0.058150 -0.347548 -0.414619 -0.177214
   0.620000    1.000000 0.620000 0.076600 -0.334180 -0.420035 -0.201415
   0.630000    1.000000 0.630000 0.095350 -0.319883 -0.424183 -0.225117
   0.640000    1.000000 0.640000 0.114400 -0.304640 -0.426997 -0.248188
   0.650000    1.000000 0.650000 0.133750 -0.288437 -0.428410 -0.270490
   0.660000    1.000000 0.660000 0.153400 -0.271260 -0.428355 -0.291878
   0.670000    1.000000 0.670000 0.173350 -0.253092 -0.426763 -0.312203
   0.680000    1.000000 0.680000 0.193600 -0.233920 -0.423565 -0.331307
   0.690000    1.000000 0.690000 0.214150 -0.213728 -0.418688 -0.349029
   0.700000    1.000000 0.700000 0.235000 -0.192500 -0.412062 -0.365199
   0.710000    1.000000 0.710000 0.256150 -0.170223 -0.403614 -0.379641
   0.720000    1.000000 0.720000 0.277600 -0.146880 -0.393269 -0.392172
   0.730000    1.000000 0.730000 0.299350 -0.122458 -0.380952 -0.402605
   0.740000    1.000000 0.740000 0.321400 -0.096940 -0.366587 -0.410742
   0.750000    1.000000 0.750000 0.343750 -0.070312 -0.350098 -0.416382
   0.760000    1.000000 0.760000 0.366400 -0.042560 -0.331405 -0.419314
   0.770000    1.000000 0.770000 0.389350 -0.013667 -0.310429 -0.419321
   0.780000    1.000000 0.780000 0.412600 0.016380 -0.287091 -0.416180
   0.790000    1.000000 0.790000 0.436150 0.047598 -0.261309 -0.409659
   0.800000    1.000000 0.800000 0.460000 0.080000 -0.233000 -0.399520
   0.810000    1.000000 0.810000 0.484150 0.113603 -0.202081 -0.385516
   0.820000    1.000000 0.820000 0.508600 0.148420 -0.168467 -0.367394
   0.830000    1.000000 0.830000 0.533350 0.184467 -0.132073 -0.344892
   0.840000    1.000000 0.840000 0.558400 0.221760 -0.092813 -0.317741
   0.850000    1.000000 0.850000 0.583750 0.260313 -0.050598 -0.285664
   0.860000    1.000000 0.860000 0.609400 0.300140 -0.005339 -0.248377
   0.870000    1.000000 0.870000 0.635350 0.341257 0.043052 -0.205586
   0.880000    1.000000 0.880000 0.661600 0.383680 0.094667 -0.156991
   0.890000    1.000000 0.890000 0.688150 0.427423 0.149598 -0.102282
   0.900000    1.000000 0.900000 0.715000 0.472500 0.207938 -0.041141
   0.910000    1.000000 0.910000 0.742150 0.518928 0.269780 0.026757
   0.920000    1.000000 0.920000 0.769600 0.566720 0.335219 0.101747
   0.930000    1.000000 0.930000 0.797350 0.615893 0.404353 0.184172
   0.940000    1.000000 0.940000 0.825400 0.666460 0.477277 0.274384
   0.950000    1.000000 0.950000 0.853750 0.718437 0.554090 0.372744
   0.960000    1.000000 0.960000 0.882400 0.771840 0.634891 0.479620
   0.970000    1.000000 0.970000 0.911350 0.826682 0.719781 0.595392
   0.980000    1.000000 0.980000 0.940600 0.882980 0.808861 0.720446
   0.990000    1.000000 0.990000 0.970150 0.940747 0.902233 0.855180
   1.000000    1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
